timestamp,user_id,level,message,rfid,tap_time,room
2023-05-11 13:14:46,100003,ERROR,An error occured: Rfid data doesn't match,49207117161,13:14:45,101
2023-05-11 13:14:52,100003,ERROR,An error occured: Rfid data doesn't match,49207117161,13:14:52,101
2023-05-11 13:15:01,100005,ERROR,An error occured = 'data',49207117161,13:15:00,101
2023-05-11 13:19:33,100005,ERROR,An error occured = 'data',49207117161,13:19:32,101
2023-05-11 13:26:44,100003,ERROR,An error occured: Rfid data doesn't match,49207117161,13:26:43,101
2023-05-11 13:26:53,100005,ERROR,An error occured = Expecting value: line 1 column 1 (char 0),49207117161,13:26:52,101
2023-05-11 13:31:09,100003,ERROR,An error occured: Rfid data doesn't match,49207117161,13:31:08,101
2023-05-11 13:31:13,100005,ERROR,An error occured = Expecting value: line 1 column 1 (char 0),49207117161,13:31:12,101
2023-05-11 13:32:38,100004,ERROR,An error occured: Rfid data doesn't match,49207117161,13:32:38,101
2023-05-11 13:32:43,100003,ERROR,An error occured: Rfid data doesn't match,49207117161,13:32:42,101
2023-05-11 13:32:47,100003,ERROR,An error occured: Rfid data doesn't match,49207117161,13:32:47,101
2023-05-11 13:32:52,100003,ERROR,An error occured: Rfid data doesn't match,49207117161,13:32:51,101
2023-05-11 13:33:04,100003,ERROR,An error occured: Rfid data doesn't match,49207117161,13:33:04,101
2023-05-11 13:33:09,100005,ERROR,An error occured = Expecting value: line 1 column 1 (char 0),49207117161,13:33:08,101
2023-05-11 13:33:13,100003,ERROR,An error occured: Rfid data doesn't match,49207117161,13:33:13,101
2023-05-11 13:40:47,100002,ERROR,An error occured: Rfid data doesn't match,49207117161,13:40:47,101
2023-05-11 13:40:52,100002,ERROR,An error occured: Rfid data doesn't match,49207117161,13:40:51,101
2023-05-11 13:40:54,100002,ERROR,An error occured: Rfid data doesn't match,49207117161,13:40:54,101
2023-05-11 13:40:57,100002,ERROR,An error occured: Rfid data doesn't match,49207117161,13:40:56,101
2023-05-11 13:40:59,100006,ERROR,An error occured: Rfid data doesn't match,49207117161,13:40:59,101
2023-05-11 13:41:02,100003,ERROR,An error occured: Rfid data doesn't match,49207117161,13:41:01,101
2023-05-11 13:41:04,100002,ERROR,An error occured: Rfid data doesn't match,49207117161,13:41:04,101
2023-05-11 13:41:07,100005,INFO,"Attendance failed to record, Error Code: 200",49207117161,13:41:06,101
2023-05-11 13:44:43,100003,ERROR,An error occured: Rfid data doesn't match,49207117161,13:44:42,101
2023-05-11 13:44:53,100003,ERROR,An error occured: Rfid data doesn't match,49207117161,13:44:52,101
2023-05-11 13:44:55,100003,ERROR,An error occured: Rfid data doesn't match,49207117161,13:44:55,101
2023-05-11 13:45:00,100003,ERROR,An error occured: Rfid data doesn't match,49207117161,13:44:59,101
2023-05-11 13:45:04,100003,ERROR,An error occured: Rfid data doesn't match,49207117161,13:45:04,101
2023-05-11 13:45:09,100002,ERROR,An error occured: Rfid data doesn't match,49207117161,13:45:08,101
2023-05-11 13:45:11,100002,ERROR,An error occured: Rfid data doesn't match,49207117161,13:45:11,101
2023-05-11 13:45:16,100003,ERROR,An error occured: Rfid data doesn't match,49207117161,13:45:15,101
2023-05-11 13:45:20,100003,ERROR,An error occured: Rfid data doesn't match,49207117161,13:45:20,101
2023-05-11 13:45:23,100003,ERROR,An error occured: Rfid data doesn't match,49207117161,13:45:22,101
2023-05-11 13:45:25,100002,ERROR,An error occured: Rfid data doesn't match,49207117161,13:45:25,101
2023-05-11 13:45:34,100003,ERROR,An error occured: Rfid data doesn't match,49207117161,13:45:33,101
